# 1st underlying asset price, 2nd underlying asset price, 3rd underlying asset price, time, price
6.811523437500000000e+00, 2.468261718750000000e+01, 2.541503906250000000e+01, 3.000000000000000000e+00, 3.188476562500000000e+00
4.936523437500000000e+00, 4.057617187500000000e+00, 1.229003906250000000e+01, 3.000000000000000000e+00, 5.942382812500000000e+00
1.993652343750000000e+01, 1.905761718750000000e+01, 2.729003906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.743652343750000000e+01, 1.155761718750000000e+01, 1.979003906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.243652343750000000e+01, 2.655761718750000000e+01, 4.790039062500000000e+00, 3.000000000000000000e+00, 5.209960937500000000e+00
8.686523437500000000e+00, 7.807617187500000000e+00, 2.354003906250000000e+01, 3.000000000000000000e+00, 2.192382812500000000e+00
2.368652343750000000e+01, 2.280761718750000000e+01, 8.540039062500000000e+00, 3.000000000000000000e+00, 1.459960937500000000e+00
1.618652343750000000e+01, 3.076171875000000000e-01, 1.040039062500000000e+00, 3.000000000000000000e+00, 9.692382812500000000e+00
1.186523437500000000e+00, 1.530761718750000000e+01, 1.604003906250000000e+01, 3.000000000000000000e+00, 8.813476562500000000e+00
1.655273437500000000e+00, 9.213867187500000000e+00, 1.463378906250000000e+01, 3.000000000000000000e+00, 8.344726562500000000e+00
1.665527343750000000e+01, 2.421386718750000000e+01, 2.963378906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.415527343750000000e+01, 1.713867187500000000e+00, 2.213378906250000000e+01, 3.000000000000000000e+00, 8.286132812500000000e+00
9.155273437500000000e+00, 1.671386718750000000e+01, 7.133789062500000000e+00, 3.000000000000000000e+00, 2.866210937500000000e+00
1.290527343750000000e+01, 5.463867187500000000e+00, 2.588378906250000000e+01, 3.000000000000000000e+00, 4.536132812500000000e+00
2.790527343750000000e+01, 2.046386718750000000e+01, 1.088378906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.040527343750000000e+01, 1.296386718750000000e+01, 3.383789062500000000e+00, 3.000000000000000000e+00, 6.616210937500000000e+00
5.405273437500000000e+00, 2.796386718750000000e+01, 1.838378906250000000e+01, 3.000000000000000000e+00, 4.594726562500000000e+00
7.280273437500000000e+00, 3.588867187500000000e+00, 5.258789062500000000e+00, 3.000000000000000000e+00, 6.411132812500000000e+00
2.228027343750000000e+01, 1.858886718750000000e+01, 2.025878906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.978027343750000000e+01, 1.108886718750000000e+01, 2.775878906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.478027343750000000e+01, 2.608886718750000000e+01, 1.275878906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.103027343750000000e+01, 1.483886718750000000e+01, 1.650878906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.603027343750000000e+01, 2.983886718750000000e+01, 1.508789062500000000e+00, 3.000000000000000000e+00, 8.491210937500000000e+00
1.853027343750000000e+01, 7.338867187500000000e+00, 9.008789062500000000e+00, 3.000000000000000000e+00, 2.661132812500000000e+00
3.530273437500000000e+00, 2.233886718750000000e+01, 2.400878906250000000e+01, 3.000000000000000000e+00, 6.469726562500000000e+00
2.592773437500000000e+00, 6.401367187500000000e+00, 1.932128906250000000e+01, 3.000000000000000000e+00, 7.407226562500000000e+00
1.759277343750000000e+01, 2.140136718750000000e+01, 4.321289062500000000e+00, 3.000000000000000000e+00, 5.678710937500000000e+00
2.509277343750000000e+01, 1.390136718750000000e+01, 1.182128906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.009277343750000000e+01, 2.890136718750000000e+01, 2.682128906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.384277343750000000e+01, 1.015136718750000000e+01, 5.712890625000000000e-01, 3.000000000000000000e+00, 9.428710937500000000e+00
2.884277343750000000e+01, 2.515136718750000000e+01, 1.557128906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.134277343750000000e+01, 2.651367187500000000e+00, 2.307128906250000000e+01, 3.000000000000000000e+00, 7.348632812500000000e+00
6.342773437500000000e+00, 1.765136718750000000e+01, 8.071289062500000000e+00, 3.000000000000000000e+00, 3.657226562500000000e+00
4.467773437500000000e+00, 1.202636718750000000e+01, 2.869628906250000000e+01, 3.000000000000000000e+00, 5.532226562500000000e+00
1.946777343750000000e+01, 2.702636718750000000e+01, 1.369628906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.696777343750000000e+01, 4.526367187500000000e+00, 6.196289062500000000e+00, 3.000000000000000000e+00, 5.473632812500000000e+00
1.196777343750000000e+01, 1.952636718750000000e+01, 2.119628906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
8.217773437500000000e+00, 7.763671875000000000e-01, 9.946289062500000000e+00, 3.000000000000000000e+00, 9.223632812500000000e+00
2.321777343750000000e+01, 1.577636718750000000e+01, 2.494628906250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.571777343750000000e+01, 8.276367187500000000e+00, 1.744628906250000000e+01, 3.000000000000000000e+00, 1.723632812500000000e+00
7.177734375000000000e-01, 2.327636718750000000e+01, 2.446289062500000000e+00, 3.000000000000000000e+00, 9.282226562500000000e+00
4.833984375000000000e-01, 1.272949218750000000e+01, 1.721191406250000000e+01, 3.000000000000000000e+00, 9.516601562500000000e+00
1.548339843750000000e+01, 2.772949218750000000e+01, 2.211914062500000000e+00, 3.000000000000000000e+00, 7.788085937500000000e+00
2.298339843750000000e+01, 5.229492187500000000e+00, 9.711914062500000000e+00, 3.000000000000000000e+00, 4.770507812500000000e+00
7.983398437500000000e+00, 2.022949218750000000e+01, 2.471191406250000000e+01, 3.000000000000000000e+00, 2.016601562500000000e+00
1.173339843750000000e+01, 1.479492187500000000e+00, 5.961914062500000000e+00, 3.000000000000000000e+00, 8.520507812500000000e+00
2.673339843750000000e+01, 1.647949218750000000e+01, 2.096191406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.923339843750000000e+01, 8.979492187500000000e+00, 2.846191406250000000e+01, 3.000000000000000000e+00, 1.020507812500000000e+00
4.233398437500000000e+00, 2.397949218750000000e+01, 1.346191406250000000e+01, 3.000000000000000000e+00, 5.766601562500000000e+00
6.108398437500000000e+00, 7.104492187500000000e+00, 2.283691406250000000e+01, 3.000000000000000000e+00, 3.891601562500000000e+00
2.110839843750000000e+01, 2.210449218750000000e+01, 7.836914062500000000e+00, 3.000000000000000000e+00, 2.163085937500000000e+00
2.860839843750000000e+01, 1.460449218750000000e+01, 3.369140625000000000e-01, 3.000000000000000000e+00, 9.663085937500000000e+00
1.360839843750000000e+01, 2.960449218750000000e+01, 1.533691406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
9.858398437500000000e+00, 1.085449218750000000e+01, 1.158691406250000000e+01, 3.000000000000000000e+00, 1.416015625000000000e-01
2.485839843750000000e+01, 2.585449218750000000e+01, 2.658691406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.735839843750000000e+01, 3.354492187500000000e+00, 1.908691406250000000e+01, 3.000000000000000000e+00, 6.645507812500000000e+00
2.358398437500000000e+00, 1.835449218750000000e+01, 4.086914062500000000e+00, 3.000000000000000000e+00, 7.641601562500000000e+00
3.295898437500000000e+00, 2.416992187500000000e+00, 8.774414062500000000e+00, 3.000000000000000000e+00, 7.583007812500000000e+00
1.829589843750000000e+01, 1.741699218750000000e+01, 2.377441406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.579589843750000000e+01, 9.916992187500000000e+00, 1.627441406250000000e+01, 3.000000000000000000e+00, 8.300781250000000000e-02
1.079589843750000000e+01, 2.491699218750000000e+01, 1.274414062500000000e+00, 3.000000000000000000e+00, 8.725585937500000000e+00
1.454589843750000000e+01, 1.366699218750000000e+01, 2.752441406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.954589843750000000e+01, 2.866699218750000000e+01, 1.252441406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.204589843750000000e+01, 6.166992187500000000e+00, 5.024414062500000000e+00, 3.000000000000000000e+00, 4.975585937500000000e+00
7.045898437500000000e+00, 2.116699218750000000e+01, 2.002441406250000000e+01, 3.000000000000000000e+00, 2.954101562500000000e+00
5.170898437500000000e+00, 8.041992187500000000e+00, 3.149414062500000000e+00, 3.000000000000000000e+00, 6.850585937500000000e+00
2.017089843750000000e+01, 2.304199218750000000e+01, 1.814941406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.767089843750000000e+01, 5.419921875000000000e-01, 2.564941406250000000e+01, 3.000000000000000000e+00, 9.458007812500000000e+00
1.267089843750000000e+01, 1.554199218750000000e+01, 1.064941406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
8.920898437500000000e+00, 4.291992187500000000e+00, 2.189941406250000000e+01, 3.000000000000000000e+00, 5.708007812500000000e+00
2.392089843750000000e+01, 1.929199218750000000e+01, 6.899414062500000000e+00, 3.000000000000000000e+00, 3.100585937500000000e+00
1.642089843750000000e+01, 1.179199218750000000e+01, 1.439941406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.420898437500000000e+00, 2.679199218750000000e+01, 2.939941406250000000e+01, 3.000000000000000000e+00, 8.579101562500000000e+00
9.521484375000000000e-01, 4.760742187500000000e+00, 1.743164062500000000e+00, 3.000000000000000000e+00, 9.047851562500000000e+00
1.595214843750000000e+01, 1.976074218750000000e+01, 1.674316406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.345214843750000000e+01, 1.226074218750000000e+01, 2.424316406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
8.452148437500000000e+00, 2.726074218750000000e+01, 9.243164062500000000e+00, 3.000000000000000000e+00, 1.547851562500000000e+00
1.220214843750000000e+01, 8.510742187500000000e+00, 2.049316406250000000e+01, 3.000000000000000000e+00, 1.489257812500000000e+00
2.720214843750000000e+01, 2.351074218750000000e+01, 5.493164062500000000e+00, 3.000000000000000000e+00, 4.506835937500000000e+00
1.970214843750000000e+01, 1.010742187500000000e+00, 1.299316406250000000e+01, 3.000000000000000000e+00, 8.989257812500000000e+00
4.702148437500000000e+00, 1.601074218750000000e+01, 2.799316406250000000e+01, 3.000000000000000000e+00, 5.297851562500000000e+00
6.577148437500000000e+00, 1.413574218750000000e+01, 1.111816406250000000e+01, 3.000000000000000000e+00, 3.422851562500000000e+00
2.157714843750000000e+01, 2.913574218750000000e+01, 2.611816406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.907714843750000000e+01, 6.635742187500000000e+00, 1.861816406250000000e+01, 3.000000000000000000e+00, 3.364257812500000000e+00
1.407714843750000000e+01, 2.163574218750000000e+01, 3.618164062500000000e+00, 3.000000000000000000e+00, 6.381835937500000000e+00
1.032714843750000000e+01, 2.885742187500000000e+00, 2.986816406250000000e+01, 3.000000000000000000e+00, 7.114257812500000000e+00
2.532714843750000000e+01, 1.788574218750000000e+01, 1.486816406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.782714843750000000e+01, 1.038574218750000000e+01, 7.368164062500000000e+00, 3.000000000000000000e+00, 2.631835937500000000e+00
2.827148437500000000e+00, 2.538574218750000000e+01, 2.236816406250000000e+01, 3.000000000000000000e+00, 7.172851562500000000e+00
1.889648437500000000e+00, 9.448242187500000000e+00, 2.518066406250000000e+01, 3.000000000000000000e+00, 8.110351562500000000e+00
1.688964843750000000e+01, 2.444824218750000000e+01, 1.018066406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.438964843750000000e+01, 1.948242187500000000e+00, 2.680664062500000000e+00, 3.000000000000000000e+00, 8.051757812500000000e+00
9.389648437500000000e+00, 1.694824218750000000e+01, 1.768066406250000000e+01, 3.000000000000000000e+00, 6.103515625000000000e-01
1.313964843750000000e+01, 5.698242187500000000e+00, 1.393066406250000000e+01, 3.000000000000000000e+00, 4.301757812500000000e+00
2.813964843750000000e+01, 2.069824218750000000e+01, 2.893066406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.063964843750000000e+01, 1.319824218750000000e+01, 2.143066406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
5.639648437500000000e+00, 2.819824218750000000e+01, 6.430664062500000000e+00, 3.000000000000000000e+00, 4.360351562500000000e+00
3.764648437500000000e+00, 7.324218750000000000e-02, 1.580566406250000000e+01, 3.000000000000000000e+00, 9.926757812500000000e+00
1.876464843750000000e+01, 1.507324218750000000e+01, 8.056640625000000000e-01, 3.000000000000000000e+00, 9.194335937500000000e+00
2.626464843750000000e+01, 7.573242187500000000e+00, 8.305664062500000000e+00, 3.000000000000000000e+00, 2.426757812500000000e+00
1.126464843750000000e+01, 2.257324218750000000e+01, 2.330566406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
7.514648437500000000e+00, 1.132324218750000000e+01, 4.555664062500000000e+00, 3.000000000000000000e+00, 5.444335937500000000e+00
2.251464843750000000e+01, 2.632324218750000000e+01, 1.955566406250000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.501464843750000000e+01, 3.823242187500000000e+00, 2.705566406250000000e+01, 3.000000000000000000e+00, 6.176757812500000000e+00
1.464843750000000000e-02, 1.882324218750000000e+01, 1.205566406250000000e+01, 3.000000000000000000e+00, 9.985351562500000000e+00
2.197265625000000000e-02, 9.411621093750000000e+00, 1.796630859375000000e+01, 3.000000000000000000e+00, 9.978027343750000000e+00
1.502197265625000000e+01, 2.441162109375000000e+01, 2.966308593750000000e+00, 3.000000000000000000e+00, 7.033691406250000000e+00
2.252197265625000000e+01, 1.911621093750000000e+00, 1.046630859375000000e+01, 3.000000000000000000e+00, 8.088378906250000000e+00
7.521972656250000000e+00, 1.691162109375000000e+01, 2.546630859375000000e+01, 3.000000000000000000e+00, 2.478027343750000000e+00
1.127197265625000000e+01, 5.661621093750000000e+00, 6.716308593750000000e+00, 3.000000000000000000e+00, 4.338378906250000000e+00
2.627197265625000000e+01, 2.066162109375000000e+01, 2.171630859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.877197265625000000e+01, 1.316162109375000000e+01, 2.921630859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
3.771972656250000000e+00, 2.816162109375000000e+01, 1.421630859375000000e+01, 3.000000000000000000e+00, 6.228027343750000000e+00
5.646972656250000000e+00, 3.662109375000000000e-02, 2.359130859375000000e+01, 3.000000000000000000e+00, 9.963378906250000000e+00
2.064697265625000000e+01, 1.503662109375000000e+01, 8.591308593750000000e+00, 3.000000000000000000e+00, 1.408691406250000000e+00
2.814697265625000000e+01, 7.536621093750000000e+00, 1.091308593750000000e+00, 3.000000000000000000e+00, 8.908691406250000000e+00
1.314697265625000000e+01, 2.253662109375000000e+01, 1.609130859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
9.396972656250000000e+00, 1.128662109375000000e+01, 1.234130859375000000e+01, 3.000000000000000000e+00, 6.030273437500000000e-01
2.439697265625000000e+01, 2.628662109375000000e+01, 2.734130859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.689697265625000000e+01, 3.786621093750000000e+00, 1.984130859375000000e+01, 3.000000000000000000e+00, 6.213378906250000000e+00
1.896972656250000000e+00, 1.878662109375000000e+01, 4.841308593750000000e+00, 3.000000000000000000e+00, 8.103027343750000000e+00
2.834472656250000000e+00, 4.724121093750000000e+00, 7.653808593750000000e+00, 3.000000000000000000e+00, 7.165527343750000000e+00
1.783447265625000000e+01, 1.972412109375000000e+01, 2.265380859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.533447265625000000e+01, 1.222412109375000000e+01, 1.515380859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.033447265625000000e+01, 2.722412109375000000e+01, 1.538085937500000000e-01, 3.000000000000000000e+00, 9.846191406250000000e+00
1.408447265625000000e+01, 8.474121093750000000e+00, 2.640380859375000000e+01, 3.000000000000000000e+00, 1.525878906250000000e+00
2.908447265625000000e+01, 2.347412109375000000e+01, 1.140380859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.158447265625000000e+01, 9.741210937500000000e-01, 3.903808593750000000e+00, 3.000000000000000000e+00, 9.025878906250000000e+00
6.584472656250000000e+00, 1.597412109375000000e+01, 1.890380859375000000e+01, 3.000000000000000000e+00, 3.415527343750000000e+00
4.709472656250000000e+00, 1.409912109375000000e+01, 2.028808593750000000e+00, 3.000000000000000000e+00, 7.971191406250000000e+00
1.970947265625000000e+01, 2.909912109375000000e+01, 1.702880859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.720947265625000000e+01, 6.599121093750000000e+00, 2.452880859375000000e+01, 3.000000000000000000e+00, 3.400878906250000000e+00
1.220947265625000000e+01, 2.159912109375000000e+01, 9.528808593750000000e+00, 3.000000000000000000e+00, 4.711914062500000000e-01
8.459472656250000000e+00, 2.849121093750000000e+00, 2.077880859375000000e+01, 3.000000000000000000e+00, 7.150878906250000000e+00
2.345947265625000000e+01, 1.784912109375000000e+01, 5.778808593750000000e+00, 3.000000000000000000e+00, 4.221191406250000000e+00
1.595947265625000000e+01, 1.034912109375000000e+01, 1.327880859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
9.594726562500000000e-01, 2.534912109375000000e+01, 2.827880859375000000e+01, 3.000000000000000000e+00, 9.040527343750000000e+00
1.428222656250000000e+00, 2.380371093750000000e+00, 6.225585937500000000e-01, 3.000000000000000000e+00, 9.377441406250000000e+00
1.642822265625000000e+01, 1.738037109375000000e+01, 1.562255859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.392822265625000000e+01, 9.880371093750000000e+00, 2.312255859375000000e+01, 3.000000000000000000e+00, 1.196289062500000000e-01
8.928222656250000000e+00, 2.488037109375000000e+01, 8.122558593750000000e+00, 3.000000000000000000e+00, 1.877441406250000000e+00
1.267822265625000000e+01, 1.363037109375000000e+01, 1.937255859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.767822265625000000e+01, 2.863037109375000000e+01, 4.372558593750000000e+00, 3.000000000000000000e+00, 5.627441406250000000e+00
2.017822265625000000e+01, 6.130371093750000000e+00, 1.187255859375000000e+01, 3.000000000000000000e+00, 3.869628906250000000e+00
5.178222656250000000e+00, 2.113037109375000000e+01, 2.687255859375000000e+01, 3.000000000000000000e+00, 4.821777343750000000e+00
7.053222656250000000e+00, 8.005371093750000000e+00, 9.997558593750000000e+00, 3.000000000000000000e+00, 2.946777343750000000e+00
2.205322265625000000e+01, 2.300537109375000000e+01, 2.499755859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.955322265625000000e+01, 5.053710937500000000e-01, 1.749755859375000000e+01, 3.000000000000000000e+00, 9.494628906250000000e+00
1.455322265625000000e+01, 1.550537109375000000e+01, 2.497558593750000000e+00, 3.000000000000000000e+00, 7.502441406250000000e+00
1.080322265625000000e+01, 4.255371093750000000e+00, 2.874755859375000000e+01, 3.000000000000000000e+00, 5.744628906250000000e+00
2.580322265625000000e+01, 1.925537109375000000e+01, 1.374755859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.830322265625000000e+01, 1.175537109375000000e+01, 6.247558593750000000e+00, 3.000000000000000000e+00, 3.752441406250000000e+00
3.303222656250000000e+00, 2.675537109375000000e+01, 2.124755859375000000e+01, 3.000000000000000000e+00, 6.696777343750000000e+00
2.365722656250000000e+00, 1.269287109375000000e+01, 2.593505859375000000e+01, 3.000000000000000000e+00, 7.634277343750000000e+00
1.736572265625000000e+01, 2.769287109375000000e+01, 1.093505859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.486572265625000000e+01, 5.192871093750000000e+00, 3.435058593750000000e+00, 3.000000000000000000e+00, 6.564941406250000000e+00
9.865722656250000000e+00, 2.019287109375000000e+01, 1.843505859375000000e+01, 3.000000000000000000e+00, 1.342773437500000000e-01
1.361572265625000000e+01, 1.442871093750000000e+00, 1.468505859375000000e+01, 3.000000000000000000e+00, 8.557128906250000000e+00
2.861572265625000000e+01, 1.644287109375000000e+01, 2.968505859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.111572265625000000e+01, 8.942871093750000000e+00, 2.218505859375000000e+01, 3.000000000000000000e+00, 1.057128906250000000e+00
6.115722656250000000e+00, 2.394287109375000000e+01, 7.185058593750000000e+00, 3.000000000000000000e+00, 3.884277343750000000e+00
4.240722656250000000e+00, 7.067871093750000000e+00, 1.656005859375000000e+01, 3.000000000000000000e+00, 5.759277343750000000e+00
1.924072265625000000e+01, 2.206787109375000000e+01, 1.560058593750000000e+00, 3.000000000000000000e+00, 8.439941406250000000e+00
2.674072265625000000e+01, 1.456787109375000000e+01, 9.060058593750000000e+00, 3.000000000000000000e+00, 9.399414062500000000e-01
1.174072265625000000e+01, 2.956787109375000000e+01, 2.406005859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
7.990722656250000000e+00, 1.081787109375000000e+01, 5.310058593750000000e+00, 3.000000000000000000e+00, 4.689941406250000000e+00
2.299072265625000000e+01, 2.581787109375000000e+01, 2.031005859375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.549072265625000000e+01, 3.317871093750000000e+00, 2.781005859375000000e+01, 3.000000000000000000e+00, 6.682128906250000000e+00
4.907226562500000000e-01, 1.831787109375000000e+01, 1.281005859375000000e+01, 3.000000000000000000e+00, 9.509277343750000000e+00
7.250976562500000000e-01, 6.364746093750000000e+00, 2.757568359375000000e+01, 3.000000000000000000e+00, 9.274902343750000000e+00
1.572509765625000000e+01, 2.136474609375000000e+01, 1.257568359375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.322509765625000000e+01, 1.386474609375000000e+01, 5.075683593750000000e+00, 3.000000000000000000e+00, 4.924316406250000000e+00
8.225097656250000000e+00, 2.886474609375000000e+01, 2.007568359375000000e+01, 3.000000000000000000e+00, 1.774902343750000000e+00
1.197509765625000000e+01, 1.011474609375000000e+01, 8.825683593750000000e+00, 3.000000000000000000e+00, 1.174316406250000000e+00
2.697509765625000000e+01, 2.511474609375000000e+01, 2.382568359375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.947509765625000000e+01, 2.614746093750000000e+00, 1.632568359375000000e+01, 3.000000000000000000e+00, 7.385253906250000000e+00
4.475097656250000000e+00, 1.761474609375000000e+01, 1.325683593750000000e+00, 3.000000000000000000e+00, 8.674316406250000000e+00
6.350097656250000000e+00, 1.198974609375000000e+01, 2.195068359375000000e+01, 3.000000000000000000e+00, 3.649902343750000000e+00
2.135009765625000000e+01, 2.698974609375000000e+01, 6.950683593750000000e+00, 3.000000000000000000e+00, 3.049316406250000000e+00
2.885009765625000000e+01, 4.489746093750000000e+00, 1.445068359375000000e+01, 3.000000000000000000e+00, 5.510253906250000000e+00
1.385009765625000000e+01, 1.948974609375000000e+01, 2.945068359375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.010009765625000000e+01, 7.397460937500000000e-01, 3.200683593750000000e+00, 3.000000000000000000e+00, 9.260253906250000000e+00
2.510009765625000000e+01, 1.573974609375000000e+01, 1.820068359375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.760009765625000000e+01, 8.239746093750000000e+00, 2.570068359375000000e+01, 3.000000000000000000e+00, 1.760253906250000000e+00
2.600097656250000000e+00, 2.323974609375000000e+01, 1.070068359375000000e+01, 3.000000000000000000e+00, 7.399902343750000000e+00
3.537597656250000000e+00, 9.177246093750000000e+00, 6.013183593750000000e+00, 3.000000000000000000e+00, 6.462402343750000000e+00
1.853759765625000000e+01, 2.417724609375000000e+01, 2.101318359375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.603759765625000000e+01, 1.677246093750000000e+00, 2.851318359375000000e+01, 3.000000000000000000e+00, 8.322753906250000000e+00
1.103759765625000000e+01, 1.667724609375000000e+01, 1.351318359375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.478759765625000000e+01, 5.427246093750000000e+00, 1.726318359375000000e+01, 3.000000000000000000e+00, 4.572753906250000000e+00
2.978759765625000000e+01, 2.042724609375000000e+01, 2.263183593750000000e+00, 3.000000000000000000e+00, 7.736816406250000000e+00
2.228759765625000000e+01, 1.292724609375000000e+01, 9.763183593750000000e+00, 3.000000000000000000e+00, 2.368164062500000000e-01
7.287597656250000000e+00, 2.792724609375000000e+01, 2.476318359375000000e+01, 3.000000000000000000e+00, 2.712402343750000000e+00
5.412597656250000000e+00, 3.552246093750000000e+00, 1.163818359375000000e+01, 3.000000000000000000e+00, 6.447753906250000000e+00
2.041259765625000000e+01, 1.855224609375000000e+01, 2.663818359375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.791259765625000000e+01, 1.105224609375000000e+01, 1.913818359375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.291259765625000000e+01, 2.605224609375000000e+01, 4.138183593750000000e+00, 3.000000000000000000e+00, 5.861816406250000000e+00
9.162597656250000000e+00, 1.480224609375000000e+01, 2.288818359375000000e+01, 3.000000000000000000e+00, 8.374023437500000000e-01
2.416259765625000000e+01, 2.980224609375000000e+01, 7.888183593750000000e+00, 3.000000000000000000e+00, 2.111816406250000000e+00
1.666259765625000000e+01, 7.302246093750000000e+00, 3.881835937500000000e-01, 3.000000000000000000e+00, 9.611816406250000000e+00
1.662597656250000000e+00, 2.230224609375000000e+01, 1.538818359375000000e+01, 3.000000000000000000e+00, 8.337402343750000000e+00
1.193847656250000000e+00, 1.339599609375000000e+01, 1.398193359375000000e+01, 3.000000000000000000e+00, 8.806152343750000000e+00
1.619384765625000000e+01, 2.839599609375000000e+01, 2.898193359375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.369384765625000000e+01, 5.895996093750000000e+00, 2.148193359375000000e+01, 3.000000000000000000e+00, 4.104003906250000000e+00
8.693847656250000000e+00, 2.089599609375000000e+01, 6.481933593750000000e+00, 3.000000000000000000e+00, 3.518066406250000000e+00
1.244384765625000000e+01, 2.145996093750000000e+00, 2.523193359375000000e+01, 3.000000000000000000e+00, 7.854003906250000000e+00
2.744384765625000000e+01, 1.714599609375000000e+01, 1.023193359375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.994384765625000000e+01, 9.645996093750000000e+00, 2.731933593750000000e+00, 3.000000000000000000e+00, 7.268066406250000000e+00
4.943847656250000000e+00, 2.464599609375000000e+01, 1.773193359375000000e+01, 3.000000000000000000e+00, 5.056152343750000000e+00
6.818847656250000000e+00, 4.020996093750000000e+00, 4.606933593750000000e+00, 3.000000000000000000e+00, 5.979003906250000000e+00
2.181884765625000000e+01, 1.902099609375000000e+01, 1.960693359375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.931884765625000000e+01, 1.152099609375000000e+01, 2.710693359375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.431884765625000000e+01, 2.652099609375000000e+01, 1.210693359375000000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.056884765625000000e+01, 7.770996093750000000e+00, 1.585693359375000000e+01, 3.000000000000000000e+00, 2.229003906250000000e+00
2.556884765625000000e+01, 2.277099609375000000e+01, 8.569335937500000000e-01, 3.000000000000000000e+00, 9.143066406250000000e+00
1.806884765625000000e+01, 2.709960937500000000e-01, 8.356933593750000000e+00, 3.000000000000000000e+00, 9.729003906250000000e+00
3.068847656250000000e+00, 1.527099609375000000e+01, 2.335693359375000000e+01, 3.000000000000000000e+00, 6.931152343750000000e+00
2.131347656250000000e+00, 1.208496093750000000e+00, 2.054443359375000000e+01, 3.000000000000000000e+00, 8.791503906250000000e+00
