# 1st underlying asset price, 2nd underlying asset price, 3rd underlying asset price, 4th underlying asset price, time, price
1.950805664062500000e+01, 1.102661132812500000e+01, 2.249633789062500000e+01, 1.641723632812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
4.508056640625000000e+00, 2.602661132812500000e+01, 7.496337890625000000e+00, 1.417236328125000000e+00, 3.000000000000000000e+00, 8.582763671875000000e+00
6.383056640625000000e+00, 5.401611328125000000e+00, 1.687133789062500000e+01, 1.079223632812500000e+01, 3.000000000000000000e+00, 4.598388671875000000e+00
2.138305664062500000e+01, 2.040161132812500000e+01, 1.871337890625000000e+00, 2.579223632812500000e+01, 3.000000000000000000e+00, 8.128662109375000000e+00
2.888305664062500000e+01, 1.290161132812500000e+01, 9.371337890625000000e+00, 3.292236328125000000e+00, 3.000000000000000000e+00, 6.707763671875000000e+00
1.388305664062500000e+01, 2.790161132812500000e+01, 2.437133789062500000e+01, 1.829223632812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.013305664062500000e+01, 9.151611328125000000e+00, 5.621337890625000000e+00, 1.454223632812500000e+01, 3.000000000000000000e+00, 4.378662109375000000e+00
2.513305664062500000e+01, 2.415161132812500000e+01, 2.062133789062500000e+01, 2.954223632812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.763305664062500000e+01, 1.651611328125000000e+00, 2.812133789062500000e+01, 7.042236328125000000e+00, 3.000000000000000000e+00, 8.348388671875000000e+00
2.633056640625000000e+00, 1.665161132812500000e+01, 1.312133789062500000e+01, 2.204223632812500000e+01, 3.000000000000000000e+00, 7.366943359375000000e+00
3.570556640625000000e+00, 7.141113281250000000e-01, 9.338378906250000000e-01, 1.547973632812500000e+01, 3.000000000000000000e+00, 9.285888671875000000e+00
1.857055664062500000e+01, 1.571411132812500000e+01, 1.593383789062500000e+01, 4.797363281250000000e-01, 3.000000000000000000e+00, 9.520263671875000000e+00
2.607055664062500000e+01, 8.214111328125000000e+00, 2.343383789062500000e+01, 2.297973632812500000e+01, 3.000000000000000000e+00, 1.785888671875000000e+00
1.107055664062500000e+01, 2.321411132812500000e+01, 8.433837890625000000e+00, 7.979736328125000000e+00, 3.000000000000000000e+00, 2.020263671875000000e+00
1.482055664062500000e+01, 1.196411132812500000e+01, 1.968383789062500000e+01, 1.922973632812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.982055664062500000e+01, 2.696411132812500000e+01, 4.683837890625000000e+00, 4.229736328125000000e+00, 3.000000000000000000e+00, 5.770263671875000000e+00
2.232055664062500000e+01, 4.464111328125000000e+00, 1.218383789062500000e+01, 2.672973632812500000e+01, 3.000000000000000000e+00, 5.535888671875000000e+00
7.320556640625000000e+00, 1.946411132812500000e+01, 2.718383789062500000e+01, 1.172973632812500000e+01, 3.000000000000000000e+00, 2.679443359375000000e+00
5.445556640625000000e+00, 1.008911132812500000e+01, 1.030883789062500000e+01, 6.104736328125000000e+00, 3.000000000000000000e+00, 4.554443359375000000e+00
2.044555664062500000e+01, 2.508911132812500000e+01, 2.530883789062500000e+01, 2.110473632812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.794555664062500000e+01, 2.589111328125000000e+00, 1.780883789062500000e+01, 1.360473632812500000e+01, 3.000000000000000000e+00, 7.410888671875000000e+00
1.294555664062500000e+01, 1.758911132812500000e+01, 2.808837890625000000e+00, 2.860473632812500000e+01, 3.000000000000000000e+00, 7.191162109375000000e+00
9.195556640625000000e+00, 6.339111328125000000e+00, 2.905883789062500000e+01, 2.354736328125000000e+00, 3.000000000000000000e+00, 7.645263671875000000e+00
2.419555664062500000e+01, 2.133911132812500000e+01, 1.405883789062500000e+01, 1.735473632812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.669555664062500000e+01, 1.383911132812500000e+01, 6.558837890625000000e+00, 9.854736328125000000e+00, 3.000000000000000000e+00, 3.441162109375000000e+00
1.695556640625000000e+00, 2.883911132812500000e+01, 2.155883789062500000e+01, 2.485473632812500000e+01, 3.000000000000000000e+00, 8.304443359375000000e+00
1.226806640625000000e+00, 6.807861328125000000e+00, 7.965087890625000000e+00, 1.407348632812500000e+01, 3.000000000000000000e+00, 8.773193359375000000e+00
1.622680664062500000e+01, 2.180786132812500000e+01, 2.296508789062500000e+01, 2.907348632812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.372680664062500000e+01, 1.430786132812500000e+01, 1.546508789062500000e+01, 6.573486328125000000e+00, 3.000000000000000000e+00, 3.426513671875000000e+00
8.726806640625000000e+00, 2.930786132812500000e+01, 4.650878906250000000e-01, 2.157348632812500000e+01, 3.000000000000000000e+00, 9.534912109375000000e+00
1.247680664062500000e+01, 1.055786132812500000e+01, 2.671508789062500000e+01, 1.032348632812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.747680664062500000e+01, 2.555786132812500000e+01, 1.171508789062500000e+01, 2.532348632812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.997680664062500000e+01, 3.057861328125000000e+00, 4.215087890625000000e+00, 2.823486328125000000e+00, 3.000000000000000000e+00, 7.176513671875000000e+00
4.976806640625000000e+00, 1.805786132812500000e+01, 1.921508789062500000e+01, 1.782348632812500000e+01, 3.000000000000000000e+00, 5.023193359375000000e+00
6.851806640625000000e+00, 1.243286132812500000e+01, 2.340087890625000000e+00, 2.344848632812500000e+01, 3.000000000000000000e+00, 7.659912109375000000e+00
2.185180664062500000e+01, 2.743286132812500000e+01, 1.734008789062500000e+01, 8.448486328125000000e+00, 3.000000000000000000e+00, 1.551513671875000000e+00
2.935180664062500000e+01, 4.932861328125000000e+00, 2.484008789062500000e+01, 1.594848632812500000e+01, 3.000000000000000000e+00, 5.067138671875000000e+00
1.435180664062500000e+01, 1.993286132812500000e+01, 9.840087890625000000e+00, 9.484863281250000000e-01, 3.000000000000000000e+00, 9.051513671875000000e+00
1.060180664062500000e+01, 1.182861328125000000e+00, 2.109008789062500000e+01, 2.719848632812500000e+01, 3.000000000000000000e+00, 8.817138671875000000e+00
2.560180664062500000e+01, 1.618286132812500000e+01, 6.090087890625000000e+00, 1.219848632812500000e+01, 3.000000000000000000e+00, 3.909912109375000000e+00
1.810180664062500000e+01, 8.682861328125000000e+00, 1.359008789062500000e+01, 1.969848632812500000e+01, 3.000000000000000000e+00, 1.317138671875000000e+00
3.101806640625000000e+00, 2.368286132812500000e+01, 2.859008789062500000e+01, 4.698486328125000000e+00, 3.000000000000000000e+00, 6.898193359375000000e+00
2.164306640625000000e+00, 7.745361328125000000e+00, 1.827758789062500000e+01, 1.885986328125000000e+00, 3.000000000000000000e+00, 8.114013671875000000e+00
1.716430664062500000e+01, 2.274536132812500000e+01, 3.277587890625000000e+00, 1.688598632812500000e+01, 3.000000000000000000e+00, 6.722412109375000000e+00
2.466430664062500000e+01, 2.453613281250000000e-01, 1.077758789062500000e+01, 9.385986328125000000e+00, 3.000000000000000000e+00, 9.754638671875000000e+00
9.664306640625000000e+00, 1.524536132812500000e+01, 2.577758789062500000e+01, 2.438598632812500000e+01, 3.000000000000000000e+00, 3.356933593750000000e-01
1.341430664062500000e+01, 3.995361328125000000e+00, 7.027587890625000000e+00, 5.635986328125000000e+00, 3.000000000000000000e+00, 6.004638671875000000e+00
2.841430664062500000e+01, 1.899536132812500000e+01, 2.202758789062500000e+01, 2.063598632812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.091430664062500000e+01, 1.149536132812500000e+01, 2.952758789062500000e+01, 1.313598632812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
5.914306640625000000e+00, 2.649536132812500000e+01, 1.452758789062500000e+01, 2.813598632812500000e+01, 3.000000000000000000e+00, 4.085693359375000000e+00
4.039306640625000000e+00, 2.120361328125000000e+00, 2.390258789062500000e+01, 1.876098632812500000e+01, 3.000000000000000000e+00, 7.879638671875000000e+00
1.903930664062500000e+01, 1.712036132812500000e+01, 8.902587890625000000e+00, 3.760986328125000000e+00, 3.000000000000000000e+00, 6.239013671875000000e+00
2.653930664062500000e+01, 9.620361328125000000e+00, 1.402587890625000000e+00, 2.626098632812500000e+01, 3.000000000000000000e+00, 8.597412109375000000e+00
1.153930664062500000e+01, 2.462036132812500000e+01, 1.640258789062500000e+01, 1.126098632812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
7.789306640625000000e+00, 1.337036132812500000e+01, 1.265258789062500000e+01, 1.501098632812500000e+01, 3.000000000000000000e+00, 2.210693359375000000e+00
2.278930664062500000e+01, 2.837036132812500000e+01, 2.765258789062500000e+01, 1.098632812500000000e-02, 3.000000000000000000e+00, 9.989013671875000000e+00
1.528930664062500000e+01, 5.870361328125000000e+00, 2.015258789062500000e+01, 2.251098632812500000e+01, 3.000000000000000000e+00, 4.129638671875000000e+00
2.893066406250000000e-01, 2.087036132812500000e+01, 5.152587890625000000e+00, 7.510986328125000000e+00, 3.000000000000000000e+00, 9.710693359375000000e+00
4.064941406250000000e-01, 9.034423828125000000e+00, 1.183227539062500000e+01, 2.473754882812500000e+01, 3.000000000000000000e+00, 9.593505859375000000e+00
1.540649414062500000e+01, 2.403442382812500000e+01, 2.683227539062500000e+01, 9.737548828125000000e+00, 3.000000000000000000e+00, 2.624511718750000000e-01
2.290649414062500000e+01, 1.534423828125000000e+00, 1.933227539062500000e+01, 1.723754882812500000e+01, 3.000000000000000000e+00, 8.465576171875000000e+00
7.906494140625000000e+00, 1.653442382812500000e+01, 4.332275390625000000e+00, 2.237548828125000000e+00, 3.000000000000000000e+00, 7.762451171875000000e+00
1.165649414062500000e+01, 5.284423828125000000e+00, 2.308227539062500000e+01, 2.848754882812500000e+01, 3.000000000000000000e+00, 4.715576171875000000e+00
2.665649414062500000e+01, 2.028442382812500000e+01, 8.082275390625000000e+00, 1.348754882812500000e+01, 3.000000000000000000e+00, 1.917724609375000000e+00
1.915649414062500000e+01, 1.278442382812500000e+01, 5.822753906250000000e-01, 2.098754882812500000e+01, 3.000000000000000000e+00, 9.417724609375000000e+00
4.156494140625000000e+00, 2.778442382812500000e+01, 1.558227539062500000e+01, 5.987548828125000000e+00, 3.000000000000000000e+00, 5.843505859375000000e+00
6.031494140625000000e+00, 3.409423828125000000e+00, 6.207275390625000000e+00, 1.161254882812500000e+01, 3.000000000000000000e+00, 6.590576171875000000e+00
2.103149414062500000e+01, 1.840942382812500000e+01, 2.120727539062500000e+01, 2.661254882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.853149414062500000e+01, 1.090942382812500000e+01, 2.870727539062500000e+01, 4.112548828125000000e+00, 3.000000000000000000e+00, 5.887451171875000000e+00
1.353149414062500000e+01, 2.590942382812500000e+01, 1.370727539062500000e+01, 1.911254882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
9.781494140625000000e+00, 1.465942382812500000e+01, 1.745727539062500000e+01, 7.862548828125000000e+00, 3.000000000000000000e+00, 2.137451171875000000e+00
2.478149414062500000e+01, 2.965942382812500000e+01, 2.457275390625000000e+00, 2.286254882812500000e+01, 3.000000000000000000e+00, 7.542724609375000000e+00
1.728149414062500000e+01, 7.159423828125000000e+00, 9.957275390625000000e+00, 3.625488281250000000e-01, 3.000000000000000000e+00, 9.637451171875000000e+00
2.281494140625000000e+00, 2.215942382812500000e+01, 2.495727539062500000e+01, 1.536254882812500000e+01, 3.000000000000000000e+00, 7.718505859375000000e+00
3.218994140625000000e+00, 6.221923828125000000e+00, 2.214477539062500000e+01, 2.192504882812500000e+01, 3.000000000000000000e+00, 6.781005859375000000e+00
1.821899414062500000e+01, 2.122192382812500000e+01, 7.144775390625000000e+00, 6.925048828125000000e+00, 3.000000000000000000e+00, 3.074951171875000000e+00
2.571899414062500000e+01, 1.372192382812500000e+01, 1.464477539062500000e+01, 2.942504882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.071899414062500000e+01, 2.872192382812500000e+01, 2.964477539062500000e+01, 1.442504882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.446899414062500000e+01, 9.971923828125000000e+00, 3.394775390625000000e+00, 1.817504882812500000e+01, 3.000000000000000000e+00, 6.605224609375000000e+00
2.946899414062500000e+01, 2.497192382812500000e+01, 1.839477539062500000e+01, 3.175048828125000000e+00, 3.000000000000000000e+00, 6.824951171875000000e+00
2.196899414062500000e+01, 2.471923828125000000e+00, 2.589477539062500000e+01, 2.567504882812500000e+01, 3.000000000000000000e+00, 7.528076171875000000e+00
6.968994140625000000e+00, 1.747192382812500000e+01, 1.089477539062500000e+01, 1.067504882812500000e+01, 3.000000000000000000e+00, 3.031005859375000000e+00
5.093994140625000000e+00, 1.184692382812500000e+01, 2.776977539062500000e+01, 1.300048828125000000e+00, 3.000000000000000000e+00, 8.699951171875000000e+00
2.009399414062500000e+01, 2.684692382812500000e+01, 1.276977539062500000e+01, 1.630004882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.759399414062500000e+01, 4.346923828125000000e+00, 5.269775390625000000e+00, 8.800048828125000000e+00, 3.000000000000000000e+00, 5.653076171875000000e+00
1.259399414062500000e+01, 1.934692382812500000e+01, 2.026977539062500000e+01, 2.380004882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
8.843994140625000000e+00, 5.969238281250000000e-01, 9.019775390625000000e+00, 5.050048828125000000e+00, 3.000000000000000000e+00, 9.403076171875000000e+00
2.384399414062500000e+01, 1.559692382812500000e+01, 2.401977539062500000e+01, 2.005004882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.634399414062500000e+01, 8.096923828125000000e+00, 1.651977539062500000e+01, 1.255004882812500000e+01, 3.000000000000000000e+00, 1.903076171875000000e+00
1.343994140625000000e+00, 2.309692382812500000e+01, 1.519775390625000000e+00, 2.755004882812500000e+01, 3.000000000000000000e+00, 8.656005859375000000e+00
1.812744140625000000e+00, 1.065673828125000000e+00, 2.917602539062500000e+01, 8.331298828125000000e+00, 3.000000000000000000e+00, 8.934326171875000000e+00
1.681274414062500000e+01, 1.606567382812500000e+01, 1.417602539062500000e+01, 2.333129882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.431274414062500000e+01, 8.565673828125000000e+00, 6.676025390625000000e+00, 8.312988281250000000e-01, 3.000000000000000000e+00, 9.168701171875000000e+00
9.312744140625000000e+00, 2.356567382812500000e+01, 2.167602539062500000e+01, 1.583129882812500000e+01, 3.000000000000000000e+00, 6.872558593750000000e-01
1.306274414062500000e+01, 1.231567382812500000e+01, 1.042602539062500000e+01, 1.208129882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.806274414062500000e+01, 2.731567382812500000e+01, 2.542602539062500000e+01, 2.708129882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.056274414062500000e+01, 4.815673828125000000e+00, 1.792602539062500000e+01, 4.581298828125000000e+00, 3.000000000000000000e+00, 5.418701171875000000e+00
5.562744140625000000e+00, 1.981567382812500000e+01, 2.926025390625000000e+00, 1.958129882812500000e+01, 3.000000000000000000e+00, 7.073974609375000000e+00
7.437744140625000000e+00, 1.044067382812500000e+01, 1.980102539062500000e+01, 2.895629882812500000e+01, 3.000000000000000000e+00, 2.562255859375000000e+00
2.243774414062500000e+01, 2.544067382812500000e+01, 4.801025390625000000e+00, 1.395629882812500000e+01, 3.000000000000000000e+00, 5.198974609375000000e+00
2.993774414062500000e+01, 2.940673828125000000e+00, 1.230102539062500000e+01, 2.145629882812500000e+01, 3.000000000000000000e+00, 7.059326171875000000e+00
1.493774414062500000e+01, 1.794067382812500000e+01, 2.730102539062500000e+01, 6.456298828125000000e+00, 3.000000000000000000e+00, 3.543701171875000000e+00
1.118774414062500000e+01, 6.690673828125000000e+00, 1.051025390625000000e+00, 2.520629882812500000e+01, 3.000000000000000000e+00, 8.948974609375000000e+00
2.618774414062500000e+01, 2.169067382812500000e+01, 1.605102539062500000e+01, 1.020629882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.868774414062500000e+01, 1.419067382812500000e+01, 2.355102539062500000e+01, 1.770629882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
3.687744140625000000e+00, 2.919067382812500000e+01, 8.551025390625000000e+00, 2.706298828125000000e+00, 3.000000000000000000e+00, 7.293701171875000000e+00
2.750244140625000000e+00, 1.325317382812500000e+01, 3.863525390625000000e+00, 5.518798828125000000e+00, 3.000000000000000000e+00, 7.249755859375000000e+00
1.775024414062500000e+01, 2.825317382812500000e+01, 1.886352539062500000e+01, 2.051879882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.525024414062500000e+01, 5.753173828125000000e+00, 2.636352539062500000e+01, 1.301879882812500000e+01, 3.000000000000000000e+00, 4.246826171875000000e+00
1.025024414062500000e+01, 2.075317382812500000e+01, 1.136352539062500000e+01, 2.801879882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.400024414062500000e+01, 2.003173828125000000e+00, 1.511352539062500000e+01, 1.768798828125000000e+00, 3.000000000000000000e+00, 8.231201171875000000e+00
2.900024414062500000e+01, 1.700317382812500000e+01, 1.135253906250000000e-01, 1.676879882812500000e+01, 3.000000000000000000e+00, 9.886474609375000000e+00
2.150024414062500000e+01, 9.503173828125000000e+00, 7.613525390625000000e+00, 9.268798828125000000e+00, 3.000000000000000000e+00, 2.386474609375000000e+00
6.500244140625000000e+00, 2.450317382812500000e+01, 2.261352539062500000e+01, 2.426879882812500000e+01, 3.000000000000000000e+00, 3.499755859375000000e+00
4.625244140625000000e+00, 3.878173828125000000e+00, 1.323852539062500000e+01, 1.864379882812500000e+01, 3.000000000000000000e+00, 6.121826171875000000e+00
1.962524414062500000e+01, 1.887817382812500000e+01, 2.823852539062500000e+01, 3.643798828125000000e+00, 3.000000000000000000e+00, 6.356201171875000000e+00
2.712524414062500000e+01, 1.137817382812500000e+01, 2.073852539062500000e+01, 2.614379882812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.212524414062500000e+01, 2.637817382812500000e+01, 5.738525390625000000e+00, 1.114379882812500000e+01, 3.000000000000000000e+00, 4.261474609375000000e+00
8.375244140625000000e+00, 7.628173828125000000e+00, 2.448852539062500000e+01, 2.239379882812500000e+01, 3.000000000000000000e+00, 2.371826171875000000e+00
2.337524414062500000e+01, 2.262817382812500000e+01, 9.488525390625000000e+00, 7.393798828125000000e+00, 3.000000000000000000e+00, 2.606201171875000000e+00
1.587524414062500000e+01, 1.281738281250000000e-01, 1.988525390625000000e+00, 2.989379882812500000e+01, 3.000000000000000000e+00, 9.871826171875000000e+00
8.752441406250000000e-01, 1.512817382812500000e+01, 1.698852539062500000e+01, 1.489379882812500000e+01, 3.000000000000000000e+00, 9.124755859375000000e+00
6.408691406250000000e-01, 5.050048828125000000e+00, 2.691650390625000000e+00, 3.409423828125000000e+00, 3.000000000000000000e+00, 9.359130859375000000e+00
1.564086914062500000e+01, 2.005004882812500000e+01, 1.769165039062500000e+01, 1.840942382812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.314086914062500000e+01, 1.255004882812500000e+01, 2.519165039062500000e+01, 1.090942382812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
8.140869140625000000e+00, 2.755004882812500000e+01, 1.019165039062500000e+01, 2.590942382812500000e+01, 3.000000000000000000e+00, 1.859130859375000000e+00
1.189086914062500000e+01, 8.800048828125000000e+00, 2.144165039062500000e+01, 7.159423828125000000e+00, 3.000000000000000000e+00, 2.840576171875000000e+00
2.689086914062500000e+01, 2.380004882812500000e+01, 6.441650390625000000e+00, 2.215942382812500000e+01, 3.000000000000000000e+00, 3.558349609375000000e+00
1.939086914062500000e+01, 1.300048828125000000e+00, 1.394165039062500000e+01, 1.465942382812500000e+01, 3.000000000000000000e+00, 8.699951171875000000e+00
4.390869140625000000e+00, 1.630004882812500000e+01, 2.894165039062500000e+01, 2.965942382812500000e+01, 3.000000000000000000e+00, 5.609130859375000000e+00
6.265869140625000000e+00, 1.442504882812500000e+01, 8.316650390625000000e+00, 2.028442382812500000e+01, 3.000000000000000000e+00, 3.734130859375000000e+00
2.126586914062500000e+01, 2.942504882812500000e+01, 2.331665039062500000e+01, 5.284423828125000000e+00, 3.000000000000000000e+00, 4.715576171875000000e+00
2.876586914062500000e+01, 6.925048828125000000e+00, 1.581665039062500000e+01, 2.778442382812500000e+01, 3.000000000000000000e+00, 3.074951171875000000e+00
1.376586914062500000e+01, 2.192504882812500000e+01, 8.166503906250000000e-01, 1.278442382812500000e+01, 3.000000000000000000e+00, 9.183349609375000000e+00
1.001586914062500000e+01, 3.175048828125000000e+00, 2.706665039062500000e+01, 1.653442382812500000e+01, 3.000000000000000000e+00, 6.824951171875000000e+00
2.501586914062500000e+01, 1.817504882812500000e+01, 1.206665039062500000e+01, 1.534423828125000000e+00, 3.000000000000000000e+00, 8.465576171875000000e+00
1.751586914062500000e+01, 1.067504882812500000e+01, 4.566650390625000000e+00, 2.403442382812500000e+01, 3.000000000000000000e+00, 5.433349609375000000e+00
2.515869140625000000e+00, 2.567504882812500000e+01, 1.956665039062500000e+01, 9.034423828125000000e+00, 3.000000000000000000e+00, 7.484130859375000000e+00
3.453369140625000000e+00, 9.737548828125000000e+00, 2.425415039062500000e+01, 1.372192382812500000e+01, 3.000000000000000000e+00, 6.546630859375000000e+00
1.845336914062500000e+01, 2.473754882812500000e+01, 9.254150390625000000e+00, 2.872192382812500000e+01, 3.000000000000000000e+00, 7.458496093750000000e-01
2.595336914062500000e+01, 2.237548828125000000e+00, 1.754150390625000000e+00, 6.221923828125000000e+00, 3.000000000000000000e+00, 8.245849609375000000e+00
1.095336914062500000e+01, 1.723754882812500000e+01, 1.675415039062500000e+01, 2.122192382812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.470336914062500000e+01, 5.987548828125000000e+00, 1.300415039062500000e+01, 9.971923828125000000e+00, 3.000000000000000000e+00, 4.012451171875000000e+00
2.970336914062500000e+01, 2.098754882812500000e+01, 2.800415039062500000e+01, 2.497192382812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.220336914062500000e+01, 1.348754882812500000e+01, 2.050415039062500000e+01, 2.471923828125000000e+00, 3.000000000000000000e+00, 7.528076171875000000e+00
7.203369140625000000e+00, 2.848754882812500000e+01, 5.504150390625000000e+00, 1.747192382812500000e+01, 3.000000000000000000e+00, 4.495849609375000000e+00
5.328369140625000000e+00, 3.625488281250000000e-01, 1.862915039062500000e+01, 2.309692382812500000e+01, 3.000000000000000000e+00, 9.637451171875000000e+00
2.032836914062500000e+01, 1.536254882812500000e+01, 3.629150390625000000e+00, 8.096923828125000000e+00, 3.000000000000000000e+00, 6.370849609375000000e+00
2.782836914062500000e+01, 7.862548828125000000e+00, 1.112915039062500000e+01, 1.559692382812500000e+01, 3.000000000000000000e+00, 2.137451171875000000e+00
1.282836914062500000e+01, 2.286254882812500000e+01, 2.612915039062500000e+01, 5.969238281250000000e-01, 3.000000000000000000e+00, 9.403076171875000000e+00
9.078369140625000000e+00, 1.161254882812500000e+01, 7.379150390625000000e+00, 2.684692382812500000e+01, 3.000000000000000000e+00, 2.620849609375000000e+00
2.407836914062500000e+01, 2.661254882812500000e+01, 2.237915039062500000e+01, 1.184692382812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.657836914062500000e+01, 4.112548828125000000e+00, 2.987915039062500000e+01, 1.934692382812500000e+01, 3.000000000000000000e+00, 5.887451171875000000e+00
1.578369140625000000e+00, 1.911254882812500000e+01, 1.487915039062500000e+01, 4.346923828125000000e+00, 3.000000000000000000e+00, 8.421630859375000000e+00
1.109619140625000000e+00, 1.301879882812500000e+01, 1.628540039062500000e+01, 1.606567382812500000e+01, 3.000000000000000000e+00, 8.890380859375000000e+00
1.610961914062500000e+01, 2.801879882812500000e+01, 1.285400390625000000e+00, 1.065673828125000000e+00, 3.000000000000000000e+00, 8.934326171875000000e+00
2.360961914062500000e+01, 5.518798828125000000e+00, 8.785400390625000000e+00, 2.356567382812500000e+01, 3.000000000000000000e+00, 4.481201171875000000e+00
8.609619140625000000e+00, 2.051879882812500000e+01, 2.378540039062500000e+01, 8.565673828125000000e+00, 3.000000000000000000e+00, 1.434326171875000000e+00
1.235961914062500000e+01, 1.768798828125000000e+00, 5.035400390625000000e+00, 1.981567382812500000e+01, 3.000000000000000000e+00, 8.231201171875000000e+00
2.735961914062500000e+01, 1.676879882812500000e+01, 2.003540039062500000e+01, 4.815673828125000000e+00, 3.000000000000000000e+00, 5.184326171875000000e+00
1.985961914062500000e+01, 9.268798828125000000e+00, 2.753540039062500000e+01, 2.731567382812500000e+01, 3.000000000000000000e+00, 7.312011718750000000e-01
4.859619140625000000e+00, 2.426879882812500000e+01, 1.253540039062500000e+01, 1.231567382812500000e+01, 3.000000000000000000e+00, 5.140380859375000000e+00
6.734619140625000000e+00, 7.393798828125000000e+00, 2.566040039062500000e+01, 6.690673828125000000e+00, 3.000000000000000000e+00, 3.309326171875000000e+00
2.173461914062500000e+01, 2.239379882812500000e+01, 1.066040039062500000e+01, 2.169067382812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.923461914062500000e+01, 1.489379882812500000e+01, 3.160400390625000000e+00, 1.419067382812500000e+01, 3.000000000000000000e+00, 6.839599609375000000e+00
1.423461914062500000e+01, 2.989379882812500000e+01, 1.816040039062500000e+01, 2.919067382812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.048461914062500000e+01, 1.114379882812500000e+01, 1.441040039062500000e+01, 2.940673828125000000e+00, 3.000000000000000000e+00, 7.059326171875000000e+00
2.548461914062500000e+01, 2.614379882812500000e+01, 2.941040039062500000e+01, 1.794067382812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
1.798461914062500000e+01, 3.643798828125000000e+00, 2.191040039062500000e+01, 1.044067382812500000e+01, 3.000000000000000000e+00, 6.356201171875000000e+00
2.984619140625000000e+00, 1.864379882812500000e+01, 6.910400390625000000e+00, 2.544067382812500000e+01, 3.000000000000000000e+00, 7.015380859375000000e+00
2.047119140625000000e+00, 2.706298828125000000e+00, 9.722900390625000000e+00, 2.637817382812500000e+01, 3.000000000000000000e+00, 7.952880859375000000e+00
1.704711914062500000e+01, 1.770629882812500000e+01, 2.472290039062500000e+01, 1.137817382812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.454711914062500000e+01, 1.020629882812500000e+01, 1.722290039062500000e+01, 1.887817382812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
9.547119140625000000e+00, 2.520629882812500000e+01, 2.222900390625000000e+00, 3.878173828125000000e+00, 3.000000000000000000e+00, 7.777099609375000000e+00
1.329711914062500000e+01, 1.395629882812500000e+01, 2.847290039062500000e+01, 2.262817382812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.829711914062500000e+01, 2.895629882812500000e+01, 1.347290039062500000e+01, 7.628173828125000000e+00, 3.000000000000000000e+00, 2.371826171875000000e+00
2.079711914062500000e+01, 6.456298828125000000e+00, 5.972900390625000000e+00, 1.512817382812500000e+01, 3.000000000000000000e+00, 4.027099609375000000e+00
5.797119140625000000e+00, 2.145629882812500000e+01, 2.097290039062500000e+01, 1.281738281250000000e-01, 3.000000000000000000e+00, 9.871826171875000000e+00
3.922119140625000000e+00, 8.331298828125000000e+00, 3.479003906250000000e-01, 9.503173828125000000e+00, 3.000000000000000000e+00, 9.652099609375000000e+00
1.892211914062500000e+01, 2.333129882812500000e+01, 1.534790039062500000e+01, 2.450317382812500000e+01, 3.000000000000000000e+00, 0.000000000000000000e+00
2.642211914062500000e+01, 8.312988281250000000e-01, 2.284790039062500000e+01, 2.003173828125000000e+00, 3.000000000000000000e+00, 9.168701171875000000e+00
